,u,v,key,osmid,oneway,length,geometry,name,highway,maxspeed,lanes,tunnel,service,landuse,width,access,bridge,area,ref,junction
116,5917835964,5177263012,0,626857819,True,4.298,"LINESTRING (103.8968873 1.3972766, 103.8969193 1.3972983)",Compassvale Crescent,residential,50,1,,,,,,,,,
117,5917835964,6774190239,0,626857821,True,20.523000000000003,"LINESTRING (103.8968873 1.3972766, 103.8968003 1.3973178, 103.8967685 1.3973324, 103.8967194 1.3973533)",,service,,1,,,,,,,,,
118,5917835968,5867650808,0,627063695,False,32.226,"LINESTRING (103.8966523 1.3974016, 103.8963769 1.3974921)",,service,,2,,,,,,,,,
119,5917835968,6774190238,0,626857822,True,8.579,"LINESTRING (103.8966523 1.3974016, 103.8967013 1.3974003, 103.8967275 1.39739)",,service,,1,,,,,,,,,
120,5217190601,5217190602,0,539116562,False,28.033,"LINESTRING (103.9170198 1.3937776, 103.9172281 1.3936355)",,service,,2,,parking_aisle,,,,,,,
121,5217190601,1840905924,0,644913111,False,21.519,"LINESTRING (103.9170198 1.3937776, 103.9171349 1.3939332)",Tebing Lane,residential,50,2,,,,,,,,,
122,5217190601,1840905917,0,722498252,False,61.67,"LINESTRING (103.9170198 1.3937776, 103.9166899 1.3933317)",Tebing Lane,residential,50,2,,,,,,,,,
123,5217190602,5217190601,0,539116562,False,28.033,"LINESTRING (103.9172281 1.3936355, 103.9170198 1.3937776)",,service,,2,,parking_aisle,,,,,,,
124,5217190602,5217190602,0,539116563,True,141.849,"LINESTRING (103.9172281 1.3936355, 103.9171469 1.3935148, 103.9171425 1.3935037, 103.9171435 1.3934961, 103.9171486 1.3934885, 103.917205 1.3934509, 103.9172553 1.3934174, 103.917265 1.3934153, 103.9172731 1.3934174, 103.9172797 1.3934224, 103.9175282 1.3937979, 103.9175308 1.393807, 103.9175323 1.3938162, 103.9175308 1.3938238, 103.9175272 1.3938294, 103.9174337 1.393898, 103.9174251 1.393901, 103.9174164 1.3939025, 103.9174108 1.393902, 103.9174058 1.3938995, 103.9174002 1.3938915, 103.9172281 1.3936355)",,service,,1,,parking_aisle,,,,,,,
125,6591808246,4699936575,0,706826007,False,2.647,"LINESTRING (103.901942 1.4057017, 103.9019541 1.4057222)",,service,,,,,,,,,,,
126,6591808246,6591808249,0,"[701922626, 726606595, 701921367]",True,71.592,"LINESTRING (103.901942 1.4057017, 103.9019116 1.4057191, 103.9015225 1.40595, 103.9015066 1.405951, 103.9014957 1.4059466, 103.9014307 1.4058354)",,service,,1,,,,,,,,,
127,6591808247,6677230466,0,476389383,True,3.474,"LINESTRING (103.9018724 1.4055832, 103.9018993 1.4055673)",Punggol Central,tertiary,60,3,,,,,,,,,
128,6591808247,6591808246,0,701921366,True,15.28,"LINESTRING (103.9018724 1.4055832, 103.901942 1.4057017)",,service,,2,,,,,,,,,
129,6591808249,6591808247,0,"[711645501, 711645502]",True,56.544,"LINESTRING (103.9014307 1.4058354, 103.9017089 1.4056765, 103.9018724 1.4055832)",Punggol Central,tertiary,60,"['4', '3']",,,,,,,,,
130,4003660548,5015083903,0,512918100,True,14.128,"LINESTRING (103.8910207 1.4027189, 103.8911448 1.4026915)",Sumang Lane,residential,50,1,,,,,,,,,
131,4003660548,5178399567,0,582392182,True,22.043,"LINESTRING (103.8910207 1.4027189, 103.8910585 1.4029135)",Sumang Crescent,residential,50,2,,,,,,,,,
132,6680740676,6696315153,0,710579731,False,46.838,"LINESTRING (103.9217195 1.4068658, 103.9213343 1.4070365)",Coney Island Park Connector,cycleway,,,,,,,,,,,
133,6680740676,6696315114,0,710579731,False,277.181,"LINESTRING (103.9217195 1.4068658, 103.9220682 1.4065654, 103.9224276 1.4061847, 103.9225725 1.4059863, 103.9228085 1.4055841, 103.9231304 1.4051175, 103.9232943 1.4049556)",Coney Island Park Connector,cycleway,,,,,,,,,,,
134,6680740676,6696315136,0,712184022,False,96.086,"LINESTRING (103.9217195 1.4068658, 103.9217823 1.4071446, 103.9218628 1.4072304, 103.9220184 1.4073108, 103.9221793 1.4075468)",Secondary Track,cycleway,,,,,,1.3,,,,,
135,6680740683,6696325986,0,710579731,False,34.053,"LINESTRING (103.9175836 1.4100191, 103.9174184 1.410277)",Coney Island Park Connector,cycleway,,,,,,,,,,,
136,6680740683,6696315155,0,710579731,False,176.792,"LINESTRING (103.9175836 1.4100191, 103.9179376 1.4094774, 103.918536 1.4087486)",Coney Island Park Connector,cycleway,,,,,,,,,,,
137,6680740683,6696315174,0,712184025,False,101.197,"LINESTRING (103.9175836 1.4100191, 103.9176625 1.4101209, 103.9178717 1.4102711, 103.9176893 1.4104856, 103.9175766 1.4107001)",Secondary Track,cycleway,,,,,,1.3,,,,,
138,369165131,3063313215,0,627923178,False,13.343,"LINESTRING (103.9002789 1.3911259, 103.9002786 1.3912459)",Jalan Merdu,residential,50,2,,,,,,,,,
139,369165131,3063312269,0,"[627954130, 627950214]",True,82.896,"LINESTRING (103.9002789 1.3911259, 103.9007865 1.391102, 103.9010239 1.3910934)",Sengkang East Way,secondary,60,"['4', '2']",,,,,,,,,
140,4003660647,4003660648,0,397579018,False,12.091,"LINESTRING (103.8958148 1.4030722, 103.8957072 1.4030881)",,,,,,,,,,,,,
141,4003660647,4003660648,1,397579019,False,12.091,"LINESTRING (103.8958148 1.4030722, 103.8957072 1.4030881)",,,,,,,,,,,,,
142,4003660647,4004973181,0,397579018,False,25.054000000000002,"LINESTRING (103.8958148 1.4030722, 103.8958037 1.4029975, 103.8958452 1.4029913, 103.8958309 1.4028844)",,,,,,,,,,,,,
143,4003660647,4003660653,0,397579019,False,216.02800000000002,"LINESTRING (103.8958148 1.4030722, 103.8958538 1.4030645, 103.8958777 1.4032509, 103.8950174 1.4033915, 103.8949872 1.4033853, 103.8949601 1.4033634, 103.8949361 1.4031999, 103.8955424 1.40311)",,,,,,,,,,,,,
144,4003660648,4003660659,0,397579018,False,16.073,"LINESTRING (103.8957072 1.4030881, 103.8957283 1.4032311)",,,,,,,,,,,,,
145,4003660648,4003660659,1,397579019,False,16.073,"LINESTRING (103.8957072 1.4030881, 103.8957283 1.4032311)",,,,,,,,,,,,,
146,4003660648,4003660647,0,397579018,False,12.091,"LINESTRING (103.8957072 1.4030881, 103.8958148 1.4030722)",,,,,,,,,,,,,
147,4003660648,4003660647,1,397579019,False,12.091,"LINESTRING (103.8957072 1.4030881, 103.8958148 1.4030722)",,,,,,,,,,,,,
148,4003660653,4003660661,0,397579018,False,16.343,"LINESTRING (103.8955424 1.40311, 103.8955639 1.4032554)",,,,,,,,,,,,,
149,4003660653,4003660661,1,397579019,False,16.343,"LINESTRING (103.8955424 1.40311, 103.8955639 1.4032554)",,,,,,,,,,,,,
150,4003660653,4004973181,0,397579018,False,118.87700000000001,"LINESTRING (103.8955424 1.40311, 103.895589 1.4031031, 103.895553 1.4028596, 103.8955071 1.4028664, 103.8954816 1.4026942, 103.8957945 1.402648, 103.8958309 1.4028844)",,,,,,,,,,,,,
151,4003660653,4003660647,0,397579019,False,216.02800000000005,"LINESTRING (103.8955424 1.40311, 103.8949361 1.4031999, 103.8949601 1.4033634, 103.8949872 1.4033853, 103.8950174 1.4033915, 103.8958777 1.4032509, 103.8958538 1.4030645, 103.8958148 1.4030722)",,,,,,,,,,,,,
152,4003660659,4003660661,0,397579018,False,18.474,"LINESTRING (103.8957283 1.4032311, 103.8955639 1.4032554)",,,,,,,,,,,,,
153,4003660659,4003660661,1,397579019,False,18.474,"LINESTRING (103.8957283 1.4032311, 103.8955639 1.4032554)",,,,,,,,,,,,,
154,4003660659,4003660648,0,397579018,False,16.073,"LINESTRING (103.8957283 1.4032311, 103.8957072 1.4030881)",,,,,,,,,,,,,
155,4003660659,4003660648,1,397579019,False,16.073,"LINESTRING (103.8957283 1.4032311, 103.8957072 1.4030881)",,,,,,,,,,,,,
156,4003660661,4003660653,0,397579018,False,16.343,"LINESTRING (103.8955639 1.4032554, 103.8955424 1.40311)",,,,,,,,,,,,,
157,4003660661,4003660653,1,397579019,False,16.343,"LINESTRING (103.8955639 1.4032554, 103.8955424 1.40311)",,,,,,,,,,,,,
158,4003660661,4003660659,0,397579018,False,18.474,"LINESTRING (103.8955639 1.4032554, 103.8957283 1.4032311)",,,,,,,,,,,,,
159,4003660661,4003660659,1,397579019,False,18.474,"LINESTRING (103.8955639 1.4032554, 103.8957283 1.4032311)",,,,,,,,,,,,,
160,369165233,242948495,0,536039242,False,14.516,"LINESTRING (103.9043976 1.3899805, 103.9043145 1.3898798)",Rivervale Crescent,residential,50,2,,,,,,,,,
161,369165233,4459074815,0,"[536039241, 627983197, 627983198]",True,204.14999999999998,"LINESTRING (103.9043976 1.3899805, 103.9050891 1.3894736, 103.9053493 1.3892565, 103.9055419 1.3890965, 103.9056777 1.3889761, 103.9058389 1.3888444)",Sengkang East Way,secondary,60,"['4', '2', '3']",,,,,,,,,
162,369165233,5178349613,0,"[627923422, 627923423]",False,90.16999999999999,"LINESTRING (103.9043976 1.3899805, 103.9045005 1.3901384, 103.9045594 1.3902851, 103.9046514 1.3905986, 103.9046798 1.3907155, 103.9046829 1.3907326)",Rivervale Crescent,residential,50,"['2', '3']",,,,,,,,,
163,369165261,4459074800,0,448937572,True,27.559,"LINESTRING (103.9061196 1.3885868, 103.9062771 1.3883954)",Sengkang East Way,secondary,60,2,,,,,,,,,
164,369165261,242958383,0,528461108,True,13.282,"LINESTRING (103.9061196 1.3885868, 103.9060275 1.3885107)",Rivervale Drive,tertiary,50,3,,,,,,,,,
165,4433708155,5802675234,0,613183177,True,59.855,"LINESTRING (103.8971028 1.3915398, 103.8976091 1.3913566)",Compassvale Bus Interchange,service,,,,driveway,,,no,,,,
166,4433708155,4433708161,0,446035344,True,11.183,"LINESTRING (103.8971028 1.3915398, 103.8970557 1.3915575, 103.8970086 1.3915751)",Compassvale Bus Interchange,service,,,,driveway,,,no,,,,
167,4433708160,4433708155,0,613183177,True,90.517,"LINESTRING (103.8975212 1.3910947, 103.8970151 1.3912783, 103.8971028 1.3915398)",Compassvale Bus Interchange,service,,,,driveway,,,no,,,,
168,4433708161,4433708162,0,446035345,True,19.623,"LINESTRING (103.8970086 1.3915751, 103.8968422 1.391634)",,service,,,,driveway,,,no,,,,
169,4433708161,5802675234,0,"[446035344, 613183177]",True,115.059,"LINESTRING (103.8970086 1.3915751, 103.8970554 1.3916981, 103.8970706 1.3917382, 103.8971457 1.3917865, 103.897591 1.3916256, 103.8976611 1.3915149, 103.8976091 1.3913566)",Compassvale Bus Interchange,service,,,,driveway,,,no,,,,
170,4433708162,1855321502,0,644831701,True,36.439,"LINESTRING (103.8968422 1.391634, 103.8967322 1.3913253)",Sengkang Square,residential,50,3,,,,,,,,,
171,4433708165,4433708166,0,446035347,True,16.868,"LINESTRING (103.8975647 1.3912216, 103.8977071 1.3911692)",,service,,,,driveway,,,no,,,,
172,4433708165,4433708160,0,613183177,True,14.916,"LINESTRING (103.8975647 1.3912216, 103.8975212 1.3910947)",Compassvale Bus Interchange,service,,,,driveway,,,no,,,,
173,4433708166,3063313593,0,"[627967104, 635752627]",True,30.293,"LINESTRING (103.8977071 1.3911692, 103.8977192 1.3912076, 103.8977931 1.3914277)",Compassvale Road,tertiary,50,"['4', '2']",,,,,,,,,
174,4433708168,4433708160,0,446035348,True,16.627,"LINESTRING (103.8976622 1.3910448, 103.8975212 1.3910947)",,service,,,,driveway,,,no,,,,
175,4433708168,4433708166,0,646880491,True,14.706,"LINESTRING (103.8976622 1.3910448, 103.8977071 1.3911692)",Compassvale Road,tertiary,50,2,,,,,,,,,
176,5177279650,5177282038,0,"[533688216, 646216423]",False,165.622,"LINESTRING (103.9038204 1.4026469, 103.9032773 1.4029526, 103.9032519 1.4029588, 103.9032209 1.4029584, 103.9031926 1.4029503, 103.903168 1.4029318, 103.9031225 1.4028633, 103.9028007 1.4022792)",,service,,,,,,,,,,,
177,5177279656,4697941878,0,655184948,True,73.632,"LINESTRING (103.9072297 1.4023108, 103.9077716 1.40193)",Punggol Central,tertiary,60,3,,,,,,,,,
178,5177279657,5177279656,0,533688217,True,15.205,"LINESTRING (103.9073076 1.4024232, 103.9072297 1.4023108)",,service,,1,,,,,,,,,
179,5177279657,5177279660,0,646205390,False,40.933,"LINESTRING (103.9073076 1.4024232, 103.907607 1.4022089)",,service,,2,,,,,,,,,
180,5177279657,5177279658,0,646205391,False,8.685,"LINESTRING (103.9073076 1.4024232, 103.9072441 1.4024687)",,service,,2,,,,,,,,,
181,5177279658,5177279657,0,646205391,False,8.685,"LINESTRING (103.9072441 1.4024687, 103.9073076 1.4024232)",,service,,2,,,,,,,,,
182,5177279658,5177279670,0,"[776647814, 646210318]",False,187.602,"LINESTRING (103.9072441 1.4024687, 103.9070888 1.4025654, 103.9067145 1.402825, 103.906666 1.4028656, 103.9066356 1.4028936, 103.9066121 1.4029362, 103.9066006 1.4029743, 103.9066005 1.4030144, 103.9066986 1.4032658, 103.9067776 1.40353, 103.9068835 1.4037785)",,service,,2,,,,,,,,,
183,5177279659,5177279658,0,533688218,True,15.339,"LINESTRING (103.9071575 1.4023613, 103.9072441 1.4024687)",,service,,1,,,,,,,,,
184,5177279659,5177279656,0,655184948,True,9.795,"LINESTRING (103.9071575 1.4023613, 103.9072297 1.4023108)",Punggol Central,tertiary,60,3,,,,,,,,,
185,5177279660,5177279657,0,646205390,False,40.933,"LINESTRING (103.907607 1.4022089, 103.9073076 1.4024232)",,service,,2,,,,,,,,,
186,5177279668,5177279672,0,533688220,False,181.145,"LINESTRING (103.9086397 1.4036741, 103.9073154 1.4046234)",,service,,2,,,,,,,,,
187,5177279669,5177279670,0,646210644,False,173.257,"LINESTRING (103.908157 1.4028802, 103.9068835 1.4037785)",,service,,2,,,,,,,,,
188,5177279670,4699873963,0,533688221,False,13.972,"LINESTRING (103.9068835 1.4037785, 103.9067807 1.4038508)",,service,,2,,,,,,,,,
189,5177279670,5177279669,0,646210644,False,173.257,"LINESTRING (103.9068835 1.4037785, 103.908157 1.4028802)",,service,,2,,,,,,,,,
190,5177279670,5177279658,0,"[776647814, 646210318]",False,187.602,"LINESTRING (103.9068835 1.4037785, 103.9067776 1.40353, 103.9066986 1.4032658, 103.9066005 1.4030144, 103.9066006 1.4029743, 103.9066121 1.4029362, 103.9066356 1.4028936, 103.906666 1.4028656, 103.9067145 1.402825, 103.9070888 1.4025654, 103.9072441 1.4024687)",,service,,2,,,,,,,,,
191,5177279670,5177279672,0,"[646210643, 776647813]",False,105.57499999999999,"LINESTRING (103.9068835 1.4037785, 103.9070217 1.4040676, 103.9072088 1.4044457, 103.9073154 1.4046234)",,service,,2,,,,,,,,,
192,5177279672,5177279668,0,533688220,False,181.145,"LINESTRING (103.9073154 1.4046234, 103.9086397 1.4036741)",,service,,2,,,,,,,,,
193,5177279672,5218598739,0,"[533688219, 646691557, 533688222]",False,266.654,"LINESTRING (103.9073154 1.4046234, 103.9073195 1.4046401, 103.9073255 1.4046615, 103.9073322 1.404683, 103.9074247 1.40487, 103.9075991 1.4051992, 103.9077117 1.4053842, 103.9077453 1.4054164, 103.9077801 1.4054271, 103.9078143 1.4054304, 103.9078438 1.4054311, 103.9078807 1.4054217, 103.9079176 1.4054012, 103.908114 1.4052535, 103.9081485 1.4052331, 103.9082255 1.4051969, 103.90826 1.4051818, 103.9084268 1.4050694, 103.9086962 1.4048758, 103.9089985 1.4046621)",,service,,2,,,,,,,,,
194,5177279672,5177279670,0,"[646210643, 776647813]",False,105.57499999999999,"LINESTRING (103.9073154 1.4046234, 103.9072088 1.4044457, 103.9070217 1.4040676, 103.9068835 1.4037785)",,service,,2,,,,,,,,,
195,5177279697,5177279697,0,533688223,True,44.556000000000004,"LINESTRING (103.8991167 1.4047854, 103.8990957 1.4047747, 103.8990722 1.4047724, 103.8990495 1.4047786, 103.8990306 1.4047927, 103.899018 1.4048126, 103.8990135 1.4048357, 103.8990176 1.4048589, 103.8990299 1.4048791, 103.8990486 1.4048934, 103.8990712 1.4049001, 103.8990947 1.4048981, 103.8991159 1.4048878, 103.8991319 1.4048705, 103.8991406 1.4048486, 103.8991408 1.404825, 103.8991325 1.404803, 103.8991167 1.4047854)",,service,,,,driveway,,,private,,,,
196,5177279697,5177282022,0,533688229,False,110.97800000000001,"LINESTRING (103.8991167 1.4047854, 103.8998854 1.4045529, 103.8999137 1.4045441, 103.8999624 1.404514, 103.8999871 1.4045043, 103.9000656 1.4044813)",,service,,,,driveway,,,private,,,,
197,5177279707,5177279709,0,646212028,False,39.713,"LINESTRING (103.8991109 1.4058036, 103.8992152 1.4061323, 103.8992239 1.406141)",,service,,,,driveway,,,private,,,,
198,5177279709,5256737847,0,543789805,False,22.424,"LINESTRING (103.8992239 1.406141, 103.8992595 1.4063395)",,service,,,,driveway,,,private,,,,
199,5177279709,5177282023,0,"[533688225, 646212026]",False,302.735,"LINESTRING (103.8992239 1.406141, 103.8992393 1.406147, 103.8992554 1.4061469, 103.8994925 1.4061212, 103.9001641 1.406031, 103.9004596 1.4059452, 103.9004773 1.4059355, 103.9005021 1.4059107, 103.9005207 1.4058806, 103.9005269 1.4058373, 103.9005193 1.4057935, 103.9004268 1.4055375, 103.9003251 1.4051933, 103.9001003 1.4045764)",,service,,,,driveway,,,private,,,,
200,5177279709,5177279707,0,646212028,False,39.713,"LINESTRING (103.8992239 1.406141, 103.8992152 1.4061323, 103.8991109 1.4058036)",,service,,,,driveway,,,private,,,,
201,2019165453,6384075544,0,191325658,False,10.122,"LINESTRING (103.9024009 1.4041775, 103.9023213 1.4042217)",,footway,,,,,,,,,,,
202,2019165453,4598672210,0,325024333,True,86.192,"LINESTRING (103.9024009 1.4041775, 103.9026193 1.4045984, 103.9026671 1.4046228, 103.9028788 1.4044948)",,service,,,,driveway,,,no,,,,
203,2019165454,5083408488,0,521768361,False,3.758,"LINESTRING (103.9021154 1.4043362, 103.9020863 1.4043534)",,corridor,,,,,,,,,,,
204,2019165454,6384075544,0,681697184,False,26.191,"LINESTRING (103.9021154 1.4043362, 103.9023213 1.4042217)",,footway,,,,,,,,,,,
205,2019165454,1712383734,0,35091648,False,109.269,"LINESTRING (103.9021154 1.4043362, 103.9020151 1.4041665, 103.9019306 1.4040672, 103.9017885 1.4041469, 103.9017059 1.4041927, 103.9016574 1.4042137, 103.9016605 1.4042639, 103.9017858 1.4045307)",,,,,,,,,,,,,
206,2019165454,4699839289,0,35091648,False,95.701,"LINESTRING (103.9021154 1.4043362, 103.9022064 1.4045005, 103.9024724 1.405014, 103.9024488 1.4050507, 103.9024692 1.4050974)",,,,,,,,,,,,,
207,2019165454,1712383749,0,504510015,False,198.797,"LINESTRING (103.9021154 1.4043362, 103.9021394 1.4043834, 103.9022306 1.4043313, 103.9025411 1.4049159, 103.902589 1.4048906, 103.9033972 1.4044637)",,,,,,,,,,,,,
208,2019165454,1712383700,0,"[159136483, 504510015]",False,157.39600000000002,"LINESTRING (103.9021154 1.4043362, 103.9020871 1.4042917, 103.9021811 1.4042381, 103.9019749 1.40385, 103.9020568 1.403574, 103.9022101 1.4034939, 103.9021156 1.4038354)",,,,,,,,,,,,,
209,3782025044,3782025045,0,374822604,False,27.784,"LINESTRING (103.9239791 1.4105653, 103.9237648 1.4106939)",,,,,,,,,,,,,
210,3782025044,3782025045,1,374829693,False,27.784,"LINESTRING (103.9239791 1.4105653, 103.9237648 1.4106939)",Coastline of Singapore,,,,,,,,,,,,
211,3782025044,1841630928,0,374822604,False,34.59,"LINESTRING (103.9239791 1.4105653, 103.9241874 1.4103342)",,,,,,,,,,,,,
212,3782025044,1841630928,1,374829693,False,34.59,"LINESTRING (103.9239791 1.4105653, 103.9241874 1.4103342)",Coastline of Singapore,,,,,,,,,,,,
213,3782025045,3782025046,0,374822604,False,9.163,"LINESTRING (103.9237648 1.4106939, 103.9237096 1.4107551)",,,,,,,,,,,,,
214,3782025045,3782025046,1,374829693,False,9.163,"LINESTRING (103.9237648 1.4106939, 103.9237096 1.4107551)",Coastline of Singapore,,,,,,,,,,,,
215,3782025045,3782025044,0,374822604,False,27.784,"LINESTRING (103.9237648 1.4106939, 103.9239791 1.4105653)",,,,,,,,,,,,,
216,3782025045,3782025044,1,374829693,False,27.784,"LINESTRING (103.9237648 1.4106939, 103.9239791 1.4105653)",Coastline of Singapore,,,,,,,,,,,,
217,3782025046,3782025047,0,374822604,False,10.414,"LINESTRING (103.9237096 1.4107551, 103.923677 1.4108429)",,,,,,,,,,,,,
218,3782025046,3782025047,1,374829693,False,10.414,"LINESTRING (103.9237096 1.4107551, 103.923677 1.4108429)",Coastline of Singapore,,,,,,,,,,,,
219,3782025046,3782025045,0,374822604,False,9.163,"LINESTRING (103.9237096 1.4107551, 103.9237648 1.4106939)",,,,,,,,,,,,,
220,3782025046,3782025045,1,374829693,False,9.163,"LINESTRING (103.9237096 1.4107551, 103.9237648 1.4106939)",Coastline of Singapore,,,,,,,,,,,,
221,3782025047,395048514,0,374822604,False,53.576,"LINESTRING (103.923677 1.4108429, 103.9233367 1.4111841)",,,,,,,,,,,,,
222,3782025047,395048514,1,374829693,False,53.576,"LINESTRING (103.923677 1.4108429, 103.9233367 1.4111841)",Coastline of Singapore,,,,,,,,,,,,
223,3782025047,3782025046,0,374822604,False,10.414,"LINESTRING (103.923677 1.4108429, 103.9237096 1.4107551)",,,,,,,,,,,,,
224,3782025047,3782025046,1,374829693,False,10.414,"LINESTRING (103.923677 1.4108429, 103.9237096 1.4107551)",Coastline of Singapore,,,,,,,,,,,,
225,4003661269,3058387840,0,301737834,False,52.541,"LINESTRING (103.8989301 1.4131314, 103.8991447 1.4135524)",Punggol Bayview,,,,,,residential,,,,,,
226,4003661269,3058387840,1,301737840,False,52.541,"LINESTRING (103.8989301 1.4131314, 103.8991447 1.4135524)",Punggol Vue,,,,,,residential,,,,,,
227,4003661269,3058387840,2,301737840,False,546.5659999999999,"LINESTRING (103.8989301 1.4131314, 103.8989832 1.4130885, 103.899022 1.4130215, 103.8990301 1.412935, 103.8990033 1.4128572, 103.8989463 1.4128056, 103.8988565 1.4127491, 103.898675 1.4124602, 103.9001129 1.4118176, 103.900398 1.4123739, 103.9004222 1.4124946, 103.9004154 1.4126407, 103.9003699 1.4127815, 103.9002572 1.4129169, 103.8997409 1.4132574, 103.8991447 1.4135524)",Punggol Vue,,,,,,residential,,,,,,
228,4003661269,4000099715,0,301737834,False,517.514,"LINESTRING (103.8989301 1.4131314, 103.8988839 1.4131415, 103.8988242 1.4131408, 103.8987719 1.4131341, 103.8986995 1.4130764, 103.8986747 1.4130175, 103.8986725 1.412952, 103.8987098 1.4128622, 103.8973968 1.4105035, 103.8967667 1.4096594, 103.896345 1.4096894)",Punggol Bayview,,,,,,residential,,,,,,
229,4004972061,4004972061,0,397579045,False,450.79100000000005,"LINESTRING (103.8908959 1.4012331, 103.892187 1.4010778, 103.8922513 1.4010666, 103.8923138 1.4011001, 103.8923428 1.4011523, 103.8923419 1.4012223, 103.8923092 1.4012736, 103.8922541 1.4013006, 103.8922084 1.401296, 103.8921609 1.4012773, 103.8921339 1.4012484, 103.8907197 1.4014181, 103.8906963 1.401462, 103.8906516 1.4014918, 103.8906142 1.4015021, 103.8905695 1.4014974, 103.8905285 1.4014684, 103.8904958 1.4014172, 103.890494 1.401351, 103.8905181 1.4013127, 103.8905583 1.4012736, 103.8908959 1.4012331)",,,,,,,,,,,,,
230,4004972061,4004972061,1,397579045,False,450.79099999999994,"LINESTRING (103.8908959 1.4012331, 103.8905583 1.4012736, 103.8905181 1.4013127, 103.890494 1.401351, 103.8904958 1.4014172, 103.8905285 1.4014684, 103.8905695 1.4014974, 103.8906142 1.4015021, 103.8906516 1.4014918, 103.8906963 1.401462, 103.8907197 1.4014181, 103.8921339 1.4012484, 103.8921609 1.4012773, 103.8922084 1.401296, 103.8922541 1.4013006, 103.8923092 1.4012736, 103.8923419 1.4012223, 103.8923428 1.4011523, 103.8923138 1.4011001, 103.8922513 1.4010666, 103.892187 1.4010778, 103.8908959 1.4012331)",,,,,,,,,,,,,
231,4004972061,4004972062,0,644919804,False,57.154,"LINESTRING (103.8908959 1.4012331, 103.8908718 1.4011808, 103.8908566 1.4011657, 103.8905571 1.4012087, 103.8904411 1.4012728)",,service,,,,driveway,,,,,,,
232,4004972062,5681062011,0,397719177,False,279.843,"LINESTRING (103.8904411 1.4012728, 103.8904989 1.4015108, 103.8905208 1.4015411, 103.8905633 1.4015569, 103.8922898 1.4013266, 103.892331 1.4013318, 103.8923567 1.4013592, 103.8923567 1.4017279)",,service,,2,,driveway,,,,,,,
233,4004972062,4004973769,0,397719178,False,196.007,"LINESTRING (103.8904411 1.4012728, 103.8903035 1.4013244, 103.8898782 1.4014181, 103.8898629 1.4014295, 103.889849 1.4014423, 103.8899618 1.4021644, 103.8900004 1.4022128, 103.890042 1.4022181, 103.8902974 1.4021731, 103.8903424 1.4021913)",,service,,2,,driveway,,,,,,,
234,4004972062,4004972061,0,644919804,False,57.153999999999996,"LINESTRING (103.8904411 1.4012728, 103.8905571 1.4012087, 103.8908566 1.4011657, 103.8908718 1.4011808, 103.8908959 1.4012331)",,service,,,,driveway,,,,,,,
235,5006624292,5252758429,0,301503803,False,195.649,"LINESTRING (103.9239186 1.3936438, 103.9227482 1.3949579)",Lorong Halus Park Connector,cycleway,,,,,,,,,,,
236,5006624292,5681488322,0,301503803,False,27.784,"LINESTRING (103.9239186 1.3936438, 103.9240939 1.3934657)",Lorong Halus Park Connector,cycleway,,,,,,,,,,,
237,5006624292,1988154643,0,644499288,False,5.81,"LINESTRING (103.9239186 1.3936438, 103.9238821 1.3936064)",,service,,,,,,,,,,,
238,5006624292,1988154726,0,644499288,False,226.844,"LINESTRING (103.9239186 1.3936438, 103.9241027 1.3938323, 103.9242875 1.3939922, 103.924319 1.3940328, 103.9243426 1.3940826, 103.9243963 1.3942057, 103.924471 1.3943184, 103.924551 1.394397, 103.924648 1.3944652, 103.9247554 1.3945071, 103.924855 1.3945359, 103.9249599 1.394591, 103.925087 1.3946905, 103.9252718 1.3948556, 103.9253713 1.3950045)",,service,,,,,,,,,,,
239,4004972070,5680984306,0,"[596289608, 397719195]",False,140.599,"LINESTRING (103.8950046 1.4014441, 103.8948708 1.4014094, 103.894743 1.4013635, 103.8943423 1.4013196, 103.8937577 1.4013798)",,service,,,,driveway,,,,,,,
240,4004972070,4004973751,0,644921505,False,67.93099999999998,"LINESTRING (103.8950046 1.4014441, 103.8949884 1.4016258, 103.8950081 1.4017006, 103.8950713 1.4017467, 103.8951958 1.401782, 103.8953323 1.4018266)",,service,,2,,driveway,,,,,,,
241,4004972070,5680984303,0,"[644921508, 596289607]",False,100.506,"LINESTRING (103.8950046 1.4014441, 103.8951011 1.4014463, 103.8951326 1.4014321, 103.895165 1.4013855, 103.8952091 1.4013055, 103.8952495 1.4012877, 103.8952978 1.4012863, 103.8955055 1.4012955, 103.8958149 1.4013935)",,service,,,,driveway,,,,,,,
242,4004972083,4004973820,0,"[397719192, 397719196]",False,154.12099999999998,"LINESTRING (103.8935581 1.4017014, 103.8935933 1.4016577, 103.8936288 1.4016409, 103.8936697 1.4016369, 103.8936979 1.4016463, 103.8937153 1.4016684, 103.893773 1.4018823, 103.8937733 1.401921, 103.8937622 1.4019414, 103.8937365 1.4019566, 103.8936315 1.4019922, 103.8935175 1.4019989, 103.8934202 1.4019895, 103.8933371 1.4019915, 103.8932761 1.4020023, 103.8932124 1.4020184, 103.8931105 1.4020773, 103.8929434 1.4022315)",,service,,,,driveway,,,,,,,
