,u,v,key,osmid,oneway,length,geometry,name,highway,maxspeed,lanes,tunnel,service,landuse,width,access,bridge,area,ref,junction
7097,1854312583,5238938015,0,596303142,False,15.272,"LINESTRING (103.8927086 1.3937334, 103.8927584 1.3938614)",,service,,,,,,,,,,,
7098,1854312583,4430972591,0,627984473,True,64.913,"LINESTRING (103.8927086 1.3937334, 103.8932612 1.3935447)",Sengkang East Way,secondary,60,5,,,,,,,,,
7099,1854312584,1854312583,0,627969441,True,43.806,"LINESTRING (103.8923356 1.3938605, 103.8927086 1.3937334)",Sengkang East Way,secondary,60,3,,,,,,,,,
7100,1854312584,5238938016,0,627984472,False,12.447,"LINESTRING (103.8923356 1.3938605, 103.8923685 1.3939675)",,service,,2,,,,,,,,,
7101,5218668709,5218668718,0,539292369,False,160.275,"LINESTRING (103.8984587 1.3965805, 103.8980927 1.3958786, 103.8980906 1.3958565, 103.8980967 1.3958424, 103.8981094 1.3958323, 103.898267 1.3957472, 103.8982932 1.3957164, 103.8983059 1.3956849, 103.8983099 1.3956587, 103.8983086 1.3956279, 103.8982376 1.3953516)",,service,,,,,,,,,,,
7102,5218668710,5218668718,0,539292370,False,181.39399999999998,"LINESTRING (103.8993058 1.3960205, 103.8991027 1.3953518, 103.8990875 1.3953191, 103.8990537 1.3952747, 103.8990023 1.3952444, 103.8989486 1.3952245, 103.8988879 1.3952245, 103.8985271 1.3952806, 103.8982376 1.3953516)",,service,,,,,,,,,,,
7103,5218668718,370096734,0,643831574,False,15.769,"LINESTRING (103.8982376 1.3953516, 103.8982095 1.3952126)",,service,,,,,,,,,,,
7104,5218668718,5218668709,0,539292369,False,160.275,"LINESTRING (103.8982376 1.3953516, 103.8983086 1.3956279, 103.8983099 1.3956587, 103.8983059 1.3956849, 103.8982932 1.3957164, 103.898267 1.3957472, 103.8981094 1.3958323, 103.8980967 1.3958424, 103.8980906 1.3958565, 103.8980927 1.3958786, 103.8984587 1.3965805)",,service,,,,,,,,,,,
7105,5218668718,5218668710,0,539292370,False,181.394,"LINESTRING (103.8982376 1.3953516, 103.8985271 1.3952806, 103.8988879 1.3952245, 103.8989486 1.3952245, 103.8990023 1.3952444, 103.8990537 1.3952747, 103.8990875 1.3953191, 103.8991027 1.3953518, 103.8993058 1.3960205)",,service,,,,,,,,,,,
7106,5218668718,5218670122,0,646795160,False,68.922,"LINESTRING (103.8982376 1.3953516, 103.8978757 1.3954463, 103.8978348 1.395472, 103.8978044 1.3954872, 103.8976725 1.395584)",,service,,,,,,,,,,,
7107,3063320788,5177295520,0,"[627682777, 627985409]",True,117.363,"LINESTRING (103.9018913 1.3940017, 103.9021228 1.3939156, 103.9023332 1.3938454, 103.9028895 1.3936582)",Rivervale Drive,tertiary,50,2,,,,,,,,,
7108,6295949632,242951071,0,672334450,False,15.651,"LINESTRING (103.901491 1.3920958, 103.9013527 1.3920694)",,service,,,,,,,,,,,
7109,1748996424,5256737847,0,476395128,True,141.536,"LINESTRING (103.9005046 1.4061252, 103.9001287 1.4062491, 103.8999113 1.406301, 103.8996537 1.4063339, 103.8992595 1.4063395)",Punggol Central,tertiary,60,3,,,,,,,,,
7110,1748996435,1167567951,0,500373452,True,11.209,"LINESTRING (103.9021933 1.4092753, 103.9022787 1.4092217)",Sumang Link,residential,50,,,,,,,,,,
7111,1748996435,2274884855,0,500373453,True,38.921,"LINESTRING (103.9021933 1.4092753, 103.9023363 1.4095948)",Sentul Crescent,residential,50,2,,,,,,,,,
7112,1748996457,1167568001,0,534630352,True,22.087,"LINESTRING (103.8998302 1.4106317, 103.8996556 1.4107265)",Sumang Link,residential,50,2,,,,,,,,,
7113,1748996457,4604821891,0,582303273,True,34.067,"LINESTRING (103.8998302 1.4106317, 103.8996931 1.4103577)",Punggol Way,secondary,60,3,,,,,,,,,
7114,1748996464,1754665303,0,202055006,False,47.592,"LINESTRING (103.9038563 1.4107316, 103.9036568 1.4111103)",,path,,,,,,,,,,,
7115,1748996464,3849480352,0,"[720099568, 720099567]",True,51.743,"LINESTRING (103.9038563 1.4107316, 103.9040213 1.4106781, 103.9041624 1.4106151, 103.9042849 1.4105527)",Sentul Crescent,residential,50,2,,,,,,,,,
7116,1748996467,1748996457,0,476138606,True,10.868,"LINESTRING (103.8998795 1.4107161, 103.8998302 1.4106317)",Punggol Way,secondary,60,4,,,,,,,,,
7117,1748996467,6192558605,0,582303285,True,9.688,"LINESTRING (103.8998795 1.4107161, 103.8999553 1.4106731)",Sumang Link,residential,50,2,,,,,,,,,
7118,1748996472,4604821890,0,"[476138604, 476138605]",True,187.646,"LINESTRING (103.9008195 1.4125701, 103.9006863 1.4123058, 103.9005252 1.4119832, 103.9002198 1.4113755, 103.9000583 1.4110639)",Punggol Way,secondary,60,"['4', '3']",,,,,,,,,
7119,1748996472,5184594389,0,534644340,False,172.25499999999997,"LINESTRING (103.9008195 1.4125701, 103.9009613 1.4124892, 103.9010243 1.4124356, 103.9010458 1.4123846, 103.9010592 1.412335, 103.90109 1.4122653, 103.9011262 1.4122238, 103.9013877 1.4119811, 103.9015326 1.4119, 103.90166 1.4118651, 103.9018303 1.4118544, 103.9019094 1.4118564, 103.9020659 1.4118933)",,footway,,,,,,,,,,,
7120,1748996477,4604778167,0,465518991,True,9.906,"LINESTRING (103.9007798 1.4128414, 103.9008184 1.4129217)",Punggol Way,secondary,50,3,,,,,,,,,
7121,1748996477,5218788704,0,582303302,True,61.069,"LINESTRING (103.9007798 1.4128414, 103.9003926 1.4129839, 103.9002703 1.4130451)",Seletar North Link,secondary,50,2,,,,,,,,,
7122,6958977488,5863220853,0,620594227,True,43.267,"LINESTRING (103.9114863 1.4136597, 103.9114299 1.4132747)",New Punggol Road,secondary,,3,,,,,,,,,
7123,6958977488,6958945384,0,743463790,True,55.615,"LINESTRING (103.9114863 1.4136597, 103.9115533 1.4134612, 103.9115989 1.4133701, 103.9116767 1.4132735, 103.9117164 1.4132223)",,secondary_link,,1,,,,,,,,,
7124,6958977489,6958977492,0,743463794,False,28.782,"LINESTRING (103.9139115 1.410626, 103.9139702 1.4103739)",Punggol Coast Road,construction,50,3,,,,,,,,,
7125,6958977489,6958977529,0,743463794,False,32.539,"LINESTRING (103.9139115 1.410626, 103.9138451 1.410911)",Punggol Coast Road,construction,50,3,,,,,,,,,
7126,6958977489,6958977527,0,743463793,False,43.525999999999996,"LINESTRING (103.9139115 1.410626, 103.9137982 1.410692, 103.9137003 1.4107388, 103.9135499 1.4107601)",,construction,,,,,,,,,,,
7127,6958977492,6958977489,0,743463794,False,28.782,"LINESTRING (103.9139702 1.4103739, 103.9139115 1.410626)",Punggol Coast Road,construction,50,3,,,,,,,,,
7128,6958977493,6958977543,0,743463788,True,31.983,"LINESTRING (103.9116767 1.4130637, 103.9113957 1.4131255)",Punggol Coast Road,residential,,2,,,,,,,,,
7129,6958977493,6958977497,0,743463795,True,54.551,"LINESTRING (103.9116767 1.4130637, 103.9115372 1.4130282, 103.9114702 1.4130054, 103.9113905 1.4129288, 103.9113032 1.4127883)",,secondary_link,,2,,,,,,,,,
7130,6958977497,5556118622,0,"[758632604, 621227591]",True,482.986,"LINESTRING (103.9113032 1.4127883, 103.9109489 1.4115711, 103.9098539 1.4095079, 103.9094824 1.4088675)","['Punggol Road', 'New Punggol Road']",secondary,,3,,,,,,,,,
7131,6958977529,6958977544,0,743463791,False,39.7,"LINESTRING (103.9138451 1.410911, 103.913764 1.4112587)",Punggol Coast Road,construction,50,3,,,,,,,,,
7132,6958977529,6958977489,0,743463794,False,32.539,"LINESTRING (103.9138451 1.410911, 103.9139115 1.410626)",Punggol Coast Road,construction,50,3,,,,,,,,,
7133,6958977529,6958977527,0,743463786,True,37.487,"LINESTRING (103.9138451 1.410911, 103.9137554 1.4108321, 103.9135499 1.4107601)",,residential,50,2,,,,,,,,,
7134,6958977543,6958977545,0,758632602,True,21.483,"LINESTRING (103.9113957 1.4131255, 103.9112074 1.413169)",Punggol Coast Road,residential,,,,,,,,,,,
7135,6958977543,6958977497,0,758632604,True,38.879,"LINESTRING (103.9113957 1.4131255, 103.9113032 1.4127883)",New Punggol Road,secondary,,3,,,,,,,,,
7136,6958977544,6958977529,0,743463791,False,39.7,"LINESTRING (103.913764 1.4112587, 103.9138451 1.410911)",Punggol Coast Road,construction,50,3,,,,,,,,,
7137,6958977544,6958977493,0,"[743463787, 743463796]",True,328.721,"LINESTRING (103.913764 1.4112587, 103.9137132 1.4114748, 103.9135848 1.4117789, 103.9134277 1.4120457, 103.9131877 1.4123481, 103.9128498 1.412642, 103.9123953 1.4129055, 103.9116767 1.4130637)",Punggol Coast Road,residential,,"['4', '3']",,,,,,,,,
7138,3063321220,6038548010,0,605580288,False,17.393,"LINESTRING (103.8953758 1.393945, 103.8953243 1.3937973)",,footway,,,,,,,,,,,
7139,3063321220,3063322480,0,605580288,False,20.597,"LINESTRING (103.8953758 1.393945, 103.895294 1.3941112)",,footway,,,,,,,,,,,
7140,3063321220,3063322480,1,302094365,False,28.418000000000003,"LINESTRING (103.8953758 1.393945, 103.8953546 1.3939967, 103.8953857 1.3940157, 103.8953602 1.3940719, 103.8953219 1.3940574, 103.895294 1.3941112)",,,,,,,,,,,,,
7141,3063321220,5847746608,0,302094365,False,41.089,"LINESTRING (103.8953758 1.393945, 103.895476 1.3939949, 103.8955066 1.3939831, 103.8954739 1.3939163, 103.8955023 1.3939053, 103.8954896 1.3938688, 103.8955454 1.3938491, 103.8955546 1.3938693)",,,,,,,,,,,,,
7142,3063321303,369468188,0,"[641153321, 641153317]",True,135.313,"LINESTRING (103.8949515 1.3960092, 103.8956518 1.3958458, 103.8961358 1.395728)",Compassvale Street,tertiary,50,2,,,,,,,,,
7143,5256680154,7241881522,0,543517658,False,26.338,"LINESTRING (103.9073527 1.3949554, 103.9075274 1.3951154)",,service,,,,,,,,,,,
7144,5256680154,5254251491,0,"[543517658, 543517659]",False,258.315,"LINESTRING (103.9073527 1.3949554, 103.9070217 1.3946522, 103.9057164 1.3959976)",,service,,,,,,,,,,,
7145,5256680154,4695381913,0,"[375215808, 375215809, 543784610, 475852283]",False,341.512,"LINESTRING (103.9073527 1.3949554, 103.9073817 1.3949273, 103.9074233 1.394887, 103.9067447 1.3941892, 103.9062998 1.394537, 103.9051324 1.3953723)",,footway,,,,,,,,yes,,,
7146,3063321312,369939966,0,"[649793355, 512918147]",True,152.462,"LINESTRING (103.8942597 1.3960759, 103.8938557 1.3962029, 103.8929513 1.3964871)",Anchorvale Street,tertiary,50,3,,,,,,,,,
7147,5218734830,5218734012,0,539300765,False,177.977,"LINESTRING (103.8958409 1.4193977, 103.8959569 1.4196766, 103.8959768 1.4197161, 103.896174 1.4199571, 103.8963492 1.4201301, 103.8964081 1.4201666, 103.8964722 1.4201748, 103.8970352 1.4201829)",,service,,,,parking_aisle,,,,,,,
7148,5218734830,5218734019,0,"[539300763, 539300767]",True,157.52900000000002,"LINESTRING (103.8958409 1.4193977, 103.8962518 1.4190154, 103.8964844 1.4187705, 103.8965179 1.4187286, 103.896526 1.4186947, 103.8965272 1.4186667, 103.8965233 1.4186392, 103.8965167 1.418625, 103.8965037 1.4186107, 103.8964763 1.4186023, 103.896436 1.4185961, 103.8961668 1.4186002)",,service,,,,parking_aisle,,,,,,,
7149,5218734831,5218734019,0,"[539300768, 646137787]",False,96.798,"LINESTRING (103.8965961 1.4181121, 103.8962502 1.418106, 103.8962356 1.4181083, 103.8962225 1.4181114, 103.896214 1.4181222, 103.8962102 1.4181383, 103.8962048 1.4184094, 103.8961925 1.4185033, 103.8961799 1.4185574, 103.8961668 1.4186002)",,service,,,,parking_aisle,,,,,,,
7150,3063321329,3063321303,0,302094695,True,16.604,"LINESTRING (103.8948626 1.3961292, 103.8949515 1.3960092)",,primary_link,50,1,,,,,,,,,
7151,3063321329,5278671113,0,546216226,False,12.909,"LINESTRING (103.8948626 1.3961292, 103.8947465 1.3961317)",,footway,,,,,,,,,,,
7152,3063321329,5867650792,0,621128280,False,7.715,"LINESTRING (103.8948626 1.3961292, 103.8949202 1.3961679)",,footway,,,,,,,,,,,
7153,5218734848,5218734849,0,539300772,False,29.019,"LINESTRING (103.8957514 1.4197429, 103.8955229 1.4198691)",,service,,,,,,,,,,,
7154,5218734848,540043485,0,646137901,False,86.892,"LINESTRING (103.8957514 1.4197429, 103.8953716 1.4190599)",,service,,,,,,,,,,,
7155,5218734848,1832444653,0,646137902,False,124.543,"LINESTRING (103.8957514 1.4197429, 103.8962998 1.4207196)",,service,,,,,,,,,,,
7156,5218734849,5218734848,0,539300772,False,29.019,"LINESTRING (103.8955229 1.4198691, 103.8957514 1.4197429)",,service,,,,,,,,,,,
7157,5218734849,5218734849,0,"[539300769, 539300770, 539300771, 539300773, 646137948]",False,421.029,"LINESTRING (103.8955229 1.4198691, 103.8952862 1.4194308, 103.8952762 1.419415, 103.8952672 1.4194091, 103.8952581 1.4194073, 103.8952433 1.4194071, 103.8952289 1.4194129, 103.8942741 1.4199563, 103.8942578 1.4199738, 103.8942502 1.4199924, 103.8942473 1.4200129, 103.8942525 1.4200339, 103.8945619 1.4206029, 103.8945771 1.4206145, 103.8945929 1.420618, 103.8946115 1.4206151, 103.8953084 1.4202449, 103.8953206 1.4202358, 103.8953277 1.4202266, 103.8953704 1.4201718, 103.8953816 1.4201616, 103.8955861 1.4200445, 103.8955962 1.4200283, 103.8955962 1.42001, 103.8955922 1.4199927, 103.8955229 1.4198691)",,service,,,,,,,,,,,
7158,5218734849,5218734849,1,"[539300769, 539300770, 539300771, 539300773, 646137948]",False,421.02900000000005,"LINESTRING (103.8955229 1.4198691, 103.8955922 1.4199927, 103.8955962 1.42001, 103.8955962 1.4200283, 103.8955861 1.4200445, 103.8953816 1.4201616, 103.8953704 1.4201718, 103.8953277 1.4202266, 103.8953206 1.4202358, 103.8953084 1.4202449, 103.8946115 1.4206151, 103.8945929 1.420618, 103.8945771 1.4206145, 103.8945619 1.4206029, 103.8942525 1.4200339, 103.8942473 1.4200129, 103.8942502 1.4199924, 103.8942578 1.4199738, 103.8942741 1.4199563, 103.8952289 1.4194129, 103.8952433 1.4194071, 103.8952581 1.4194073, 103.8952672 1.4194091, 103.8952762 1.419415, 103.8952862 1.4194308, 103.8955229 1.4198691)",,service,,,,,,,,,,,
7159,5256549134,5256549150,0,627920351,False,16.676,"LINESTRING (103.9078164 1.3910238, 103.9079238 1.3911285)",,service,,2,,,,,,,,,
7160,5256549134,5256549152,0,656292427,False,175.494,"LINESTRING (103.9078164 1.3910238, 103.9067508 1.3921883)",,service,,2,,,,,,,,,
7161,5256549134,5256549152,1,"[543768795, 656231325]",False,503.0110000000001,"LINESTRING (103.9078164 1.3910238, 103.907329 1.3905484, 103.9073114 1.3905312, 103.9072564 1.3905003, 103.9072135 1.3904963, 103.9071424 1.3905138, 103.9070915 1.3905446, 103.9057209 1.3920623, 103.9056994 1.3921025, 103.90569 1.3921601, 103.9056967 1.3922084, 103.9057477 1.3922741, 103.9061044 1.3925986, 103.9061688 1.3926173, 103.9062332 1.3926187, 103.9063069 1.3926039, 103.906382 1.3925583, 103.9067508 1.3921883)",,service,,2,,,,,,,,,
7162,5256549150,5256683762,0,627064058,False,46.813,"LINESTRING (103.9079238 1.3911285, 103.9082143 1.3908237)",Rivervale Crescent,residential,50,2,,,,,,,,,
7163,5256549150,5256549134,0,627920351,False,16.676,"LINESTRING (103.9079238 1.3911285, 103.9078164 1.3910238)",,service,,2,,,,,,,,,
7164,5256549150,5256276509,0,"[546668226, 627320299]",False,78.144,"LINESTRING (103.9079238 1.3911285, 103.9077285 1.3913222, 103.907425 1.3916237)",Rivervale Crescent,residential,50,2,,,,,,,,,
7165,5256549151,5921905736,0,627700953,False,5.685,"LINESTRING (103.9068503 1.3922841, 103.9068122 1.39225)",,service,,2,,,,,,,,,
7166,5256549151,5270602004,0,"[545321525, 760461814]",True,86.15599999999999,"LINESTRING (103.9068503 1.3922841, 103.9068833 1.3922457, 103.9069594 1.3921658, 103.9073383 1.3917456, 103.9073467 1.3916982)",Rivervale Crescent,residential,50,1,,,,,,,,,
7167,5256549152,5921905736,0,543768796,False,9.678,"LINESTRING (103.9067508 1.3921883, 103.9068122 1.39225)",,service,,2,,,,,,,,,
7168,5256549152,5256549134,0,656292427,False,175.494,"LINESTRING (103.9067508 1.3921883, 103.9078164 1.3910238)",,service,,2,,,,,,,,,
7169,5256549152,5256549134,1,"[543768795, 656231325]",False,503.01099999999985,"LINESTRING (103.9067508 1.3921883, 103.906382 1.3925583, 103.9063069 1.3926039, 103.9062332 1.3926187, 103.9061688 1.3926173, 103.9061044 1.3925986, 103.9057477 1.3922741, 103.9056967 1.3922084, 103.90569 1.3921601, 103.9056994 1.3921025, 103.9057209 1.3920623, 103.9070915 1.3905446, 103.9071424 1.3905138, 103.9072135 1.3904963, 103.9072564 1.3905003, 103.9073114 1.3905312, 103.907329 1.3905484, 103.9078164 1.3910238)",,service,,2,,,,,,,,,
7170,370709327,375773973,0,74953818,True,10.148,"LINESTRING (103.896623 1.388068, 103.8967076 1.3880337)",Compassvale Drive,tertiary,50,3,,,,,,,,,
7171,370709327,3865151259,0,536039177,True,34.023,"LINESTRING (103.896623 1.388068, 103.89672 1.3883582)",Compassvale Road,tertiary,50,2,,,,,,,,,
7172,370709328,242948296,0,22652564,True,12.15,"LINESTRING (103.8945354 1.3887998, 103.8945048 1.3886949)",Sengkang Central,tertiary,50,2,,,,,,,,,
7173,370709328,3865151154,0,"[174281624, 630390252, 627941285]",True,209.34400000000002,"LINESTRING (103.8945354 1.3887998, 103.8947034 1.3887406, 103.8950437 1.3886206, 103.8959876 1.3882852, 103.8963114 1.3881736)",Compassvale Drive,tertiary,50,"['4', '2']",,,,,,,,,
7174,3063321474,3063319401,0,"[546165944, 627964869]",False,97.417,"LINESTRING (103.8900029 1.394014, 103.8901348 1.3939977, 103.8901442 1.3939802, 103.8901103 1.3935425, 103.8903911 1.3934972)",Anchorvale Walk,service,,2,,driveway,,,,,,,
7175,3035730886,1712346049,0,180551312,False,49.807,"LINESTRING (103.9132732 1.4201046, 103.9134969 1.4197165)",Coastline of Singapore,,,,,,,,,,,,
7176,3035730886,1712346049,1,299571587,False,49.807,"LINESTRING (103.9132732 1.4201046, 103.9134969 1.4197165)",,,,,,,,,,,,,
7177,3035730886,408765355,0,180551312,False,155.291,"LINESTRING (103.9132732 1.4201046, 103.9132296 1.4201803, 103.9131429 1.4205574, 103.9127518 1.421056, 103.9126798 1.421149, 103.9125266 1.4212252)",Coastline of Singapore,,,,,,,,,,,,
7178,3035730886,1712346047,0,299571587,False,134.645,"LINESTRING (103.9132732 1.4201046, 103.913235 1.4200385, 103.9135071 1.4193273, 103.9134883 1.4192093, 103.9135125 1.4191557, 103.9136475 1.4190152)",,,,,,,,,,,,,
7179,3035730903,1712346053,0,180551312,False,63.543,"LINESTRING (103.9082006 1.4213245, 103.907661 1.4211359)",Coastline of Singapore,,,,,,,,,,,,
7180,3035730903,1712346053,1,299571586,False,63.543,"LINESTRING (103.9082006 1.4213245, 103.907661 1.4211359)",,,,,,,,,,,,,
7181,3035730903,408765356,0,180551312,False,275.359,"LINESTRING (103.9082006 1.4213245, 103.9106552 1.4216577)",Coastline of Singapore,,,,,,,,,,,,
7182,3035730903,408765356,1,299571586,False,275.359,"LINESTRING (103.9082006 1.4213245, 103.9106552 1.4216577)",,,,,,,,,,,,,
7183,3035730910,408765356,0,180551312,False,43.535,"LINESTRING (103.9110468 1.4216631, 103.9106552 1.4216577)",Coastline of Singapore,,,,,,,,,,,,
7184,3035730910,408765356,1,299571586,False,43.535,"LINESTRING (103.9110468 1.4216631, 103.9106552 1.4216577)",,,,,,,,,,,,,
7185,3035730910,3035730920,0,180551312,False,42.741,"LINESTRING (103.9110468 1.4216631, 103.9114224 1.4215809)",Coastline of Singapore,,,,,,,,,,,,
7186,3035730910,3035730920,1,299571586,False,42.741,"LINESTRING (103.9110468 1.4216631, 103.9114224 1.4215809)",,,,,,,,,,,,,
7187,370709474,4724544247,0,74549015,True,15.029,"LINESTRING (103.8937598 1.3867327, 103.8938041 1.3868604)",Sengkang Central,tertiary,50,2,,,,,,,,,
7188,370709474,242948294,0,536039212,True,17.572,"LINESTRING (103.8937598 1.3867327, 103.8939151 1.3867032)",Sengkang East Avenue,secondary,50,3,,,,,,,,,
7189,370709478,370709474,0,536039211,True,17.693,"LINESTRING (103.8937168 1.3865795, 103.8937598 1.3867327)",Sengkang Central,tertiary,50,3,,,,,,,,,
7190,370709478,4598842409,0,623715811,True,23.662,"LINESTRING (103.8937168 1.3865795, 103.893506 1.386609)",Sengkang East Avenue,secondary,50,2,,,,,,,,,
7191,3035730920,3035730910,0,180551312,False,42.741,"LINESTRING (103.9114224 1.4215809, 103.9110468 1.4216631)",Coastline of Singapore,,,,,,,,,,,,
7192,3035730920,3035730910,1,299571586,False,42.741,"LINESTRING (103.9114224 1.4215809, 103.9110468 1.4216631)",,,,,,,,,,,,,
7193,3035730920,408765355,0,180551312,False,128.959,"LINESTRING (103.9114224 1.4215809, 103.9125266 1.4212252)",Coastline of Singapore,,,,,,,,,,,,
7194,3035730920,408765355,1,299571586,False,128.959,"LINESTRING (103.9114224 1.4215809, 103.9125266 1.4212252)",,,,,,,,,,,,,
7195,6791731990,5218373930,0,"[539263913, 627068805]",False,133.291,"LINESTRING (103.9104528 1.3897763, 103.9103472 1.3898758, 103.9099579 1.3903358, 103.9099208 1.39038, 103.9098845 1.3904119, 103.9097495 1.3904843, 103.9095801 1.3905746)",,service,,2,,,,,,,,,
7196,6791731990,6791739138,0,"[539263913, 539263911]",False,165.24800000000002,"LINESTRING (103.9104528 1.3897763, 103.9104711 1.3897591, 103.9105463 1.3896759, 103.9105791 1.3896273, 103.9106136 1.389591, 103.9106614 1.3895618, 103.9107003 1.3895273, 103.9107684 1.3894539, 103.9108374 1.3893601, 103.9109312 1.3892222, 103.9110002 1.3891532, 103.9111038 1.3890824, 103.9111391 1.3890382, 103.9111533 1.3890046, 103.9111568 1.3889524, 103.9111427 1.3889037, 103.9111011 1.3888659, 103.9108771 1.3887087)",,service,,2,,,,,,,,,
7197,6791731990,5645788329,0,591359851,False,190.414,"LINESTRING (103.9104528 1.3897763, 103.9103544 1.3896785, 103.9103162 1.3896289, 103.9102478 1.3895686, 103.9102142 1.3895491, 103.9101934 1.3895397, 103.9101689 1.3895375, 103.9101217 1.3895424, 103.9100131 1.3895357, 103.9099554 1.3895243, 103.9099332 1.389513, 103.9098407 1.3893333, 103.9098234 1.3893172, 103.9098048 1.3893215, 103.9097254 1.3893542, 103.9096483 1.3894056, 103.9096016 1.3894056, 103.9095713 1.3893706, 103.9095643 1.3893379, 103.909618 1.3892935, 103.9098024 1.3891815, 103.9099472 1.3890998, 103.9099938 1.3890199)",,footway,,,,,,,,,,,
7198,370709625,370709328,0,174281622,True,17.476,"LINESTRING (103.8943852 1.3888462, 103.8945354 1.3887998)",Compassvale Drive,tertiary,50,3,,,,,,,,,
7199,370709629,370709625,0,174281642,True,11.854,"LINESTRING (103.8943542 1.3887442, 103.8943852 1.3888462)",Sengkang Central,tertiary,50,2,,,,,,,,,
7200,370709629,4430972268,0,445716689,True,27.454,"LINESTRING (103.8943542 1.3887442, 103.8941189 1.3888192)",Compassvale Drive,tertiary,50,2,,,,,,,,,
7201,7229641891,5680854324,0,596269998,True,4.55,"LINESTRING (103.9180706 1.398868, 103.918103 1.398843)",,service,,,,,,,,,,,
7202,7229641891,5680854324,1,774915450,True,103.37499999999999,"LINESTRING (103.9180706 1.398868, 103.9181241 1.3988845, 103.9181516 1.3988885, 103.9181871 1.3988865, 103.918287 1.3988704, 103.9184251 1.398798, 103.9184801 1.3987591, 103.9184904 1.3987449, 103.9184922 1.3987283, 103.9184707 1.3986961, 103.9184557 1.3986912, 103.9184412 1.3986901, 103.9183943 1.3987041, 103.91835 1.3987309, 103.918224 1.3988275, 103.9181784 1.3988422, 103.918103 1.398843)",,service,,,,,,,,,,,
7203,5256549569,5256549570,0,543768985,False,20.573,"LINESTRING (103.904198 1.4007018, 103.9041209 1.4005336)",,service,,,,,,,,,,,
7204,5256549570,5256549569,0,543768985,False,20.573,"LINESTRING (103.9041209 1.4005336, 103.904198 1.4007018)",,service,,,,,,,,,,,
7205,5256549570,4427352182,0,"[620522274, 649801637]",True,69.298,"LINESTRING (103.9041209 1.4005336, 103.9043798 1.4004082, 103.9046828 1.4002637)",Punggol Field,residential,50,"['4', '3']",,,,,,,,,
7206,5256549571,5172147965,0,627921890,False,16.803,"LINESTRING (103.9082882 1.3868438, 103.9083687 1.3867159)",,service,,,,,,,,,,,
7207,5256549571,370099850,0,"[630425399, 475356375]",True,91.85300000000001,"LINESTRING (103.9082882 1.3868438, 103.9080909 1.3867384, 103.9077584 1.3865563, 103.9075624 1.386449)",Sengkang East Drive,primary,70,4,,,,,,,,,
7208,3063321851,369468656,0,448937553,True,33.258,"LINESTRING (103.9017276 1.3939802, 103.9014472 1.3940845)",Rivervale Drive,tertiary,50,3,,,,,,,,,
7209,3063321851,3063313817,0,302094694,True,44.667,"LINESTRING (103.9017276 1.3939802, 103.9016188 1.393964, 103.9015024 1.3939303, 103.9013544 1.3938454)",,secondary_link,50,1,,,,,,,,,
7210,3854144934,5177262986,0,640003727,False,212.224,"LINESTRING (103.8879623 1.39856, 103.888024 1.3986968, 103.8881283 1.3987973, 103.8882938 1.3988947, 103.8883859 1.3989261, 103.8884391 1.398941, 103.888594 1.3989484, 103.8891007 1.398884, 103.8896994 1.3988064)",Anchorvale Crescent,residential,50,2,,,,,,,,,
7211,6147970541,5256544273,0,543768262,False,148.899,"LINESTRING (103.8972713 1.397266, 103.8973309 1.3971261, 103.8973819 1.3970336, 103.8973644 1.3969223, 103.8973483 1.3968794, 103.8972893 1.3968392, 103.8972048 1.3968245, 103.8971364 1.3967963, 103.8969836 1.3964906, 103.8969554 1.3964772, 103.8969219 1.3964799, 103.8966651 1.3966043)",,service,,2,,,,,,,,,
7212,6147970541,5256544290,0,543768264,False,83.59700000000001,"LINESTRING (103.8972713 1.397266, 103.8971686 1.3972441, 103.8970023 1.3971811, 103.8969594 1.3971543, 103.8969111 1.3970765, 103.8967415 1.396797)",,service,,,,,,,,,,,
7213,6147970541,5256544282,0,656285937,False,39.629999999999995,"LINESTRING (103.8972713 1.397266, 103.8974074 1.3972951, 103.8974918 1.3972937, 103.8975616 1.3972723, 103.8976112 1.3972387)",,service,,,,,,,,,,,
7214,6444127762,5184594329,0,163788986,False,470.963,"LINESTRING (103.9132028 1.4041425, 103.9128891 1.4043465, 103.9128334 1.4043847, 103.9127892 1.4044209, 103.9127241 1.4044826, 103.9125296 1.4046528, 103.9123191 1.4048687, 103.9121421 1.405102, 103.9119959 1.4053272, 103.9118993 1.4054653, 103.9118269 1.405586, 103.9117236 1.4057133, 103.9115393 1.4059172, 103.9112905 1.4061544, 103.9111631 1.4062764, 103.9110531 1.4063582, 103.9108989 1.4064454, 103.9107198 1.4065419, 103.9104335 1.4066773, 103.9102538 1.4067443, 103.9100282 1.4067981)",Punggol Waterway,cycleway,,,,,,,yes,,,,
7215,6444127762,6444127778,0,"[301434693, 301736486]",False,70.46,"LINESTRING (103.9132028 1.4041425, 103.9132232 1.4040897, 103.9132627 1.4040508, 103.913587 1.4038227, 103.9136513 1.4037741, 103.9136781 1.4038098)",,cycleway,,,,,,,,,,,
7216,6444127762,6444127778,1,687461000,False,64.524,"LINESTRING (103.9132028 1.4041425, 103.9133973 1.404016, 103.9136781 1.4038098)",Punggol Waterway,cycleway,,,,,,,yes,yes,,,
7217,369137173,242948453,0,536039172,False,9.997,"LINESTRING (103.8895195 1.3905366, 103.8894908 1.3904514)",Anchorvale Link,residential,40,4,,,,,,,,,
